frame tid label truncated occluded alpha l t r b w3d h3d l3d x3d y3d z3d ry rx rz truncr occupr orig_label moving model color score
143 27 Car -1 -1 -1.000000 587.000000 178.000000 624.000000 212.000000 1.607914 1.651334 4.256312 -0.187514 1.900713 35.887861 -1.580519 0 0 -1 -1 -1 -1 -1 -1 1
60 -2 Car -1 -1 -1.000000 145.647440 178.604206 216.771642 211.193518 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
61 -2 Car -1 -1 -1.000000 137.612387 178.393135 208.552789 211.990955 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
65 -2 Car -1 -1 -1.000000 179.830379 181.070429 238.545753 208.390176 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
105 -2 Car -1 -1 -1.000000 219.637273 175.506569 281.857977 204.072908 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
106 -2 Car -1 -1 -1.000000 200.773979 175.075787 260.181819 203.351742 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
107 -2 Car -1 -1 -1.000000 192.680852 174.183992 259.034601 203.479875 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
121 -2 Car -1 -1 -1.000000 -40.053169 182.543999 55.359933 227.124200 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
115 -2 Car -1 -1 -1.000000 162.439311 181.212290 231.731054 211.526123 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
121 -2 Car -1 -1 -1.000000 50.302339 182.740543 157.250900 220.496522 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
118 -2 Car -1 -1 -1.000000 187.768546 174.759446 256.175189 205.513165 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
119 -2 Car -1 -1 -1.000000 175.707015 176.732184 244.458138 207.968879 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
120 -2 Car -1 -1 -1.000000 163.645485 178.704922 232.741086 210.424593 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0 0 -1 -1 -1 -1 -1 -1 1
0 -1 Car -1 -1 -1 291 174 349 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
1 -1 Car -1 -1 -1 288 172 339 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
2 -1 Car -1 -1 -1 278 175 329 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
3 -1 Car -1 -1 -1 271 179 320 199 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
3 -1 Car -1 -1 -1 297 176 338 197 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
4 -1 Car -1 -1 -1 265 177 320 200 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
4 -1 Car -1 -1 -1 294 177 332 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
5 -1 Car -1 -1 -1 256 178 314 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
5 -1 Car -1 -1 -1 283 177 327 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
6 -1 Car -1 -1 -1 274 177 320 200 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
6 -1 Car -1 -1 -1 247 179 298 203 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
7 -1 Car -1 -1 -1 267 179 312 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
23 -1 Car -1 -1 -1 1143 243 1239 373 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
24 -1 Car -1 -1 -1 1102 230 1241 371 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
25 -1 Car -1 -1 -1 1073 198 1241 373 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
25 -1 Car -1 -1 -1 4 183 91 227 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
26 -1 Car -1 -1 -1 1045 186 1239 374 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
27 -1 Car -1 -1 -1 4 183 93 229 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
27 -1 Car -1 -1 -1 1016 178 1241 374 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
28 -1 Car -1 -1 -1 4 183 71 231 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
28 -1 Car -1 -1 -1 995 165 1241 374 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
29 -1 Car -1 -1 -1 980 155 1240 375 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
29 -1 Car -1 -1 -1 4 183 46 232 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
30 -1 Car -1 -1 -1 957 155 1241 373 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
31 -1 Car -1 -1 -1 937 148 1241 371 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
32 -1 Car -1 -1 -1 916 154 1239 370 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
33 -1 Car -1 -1 -1 898 162 1241 373 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
34 -1 Car -1 -1 -1 880 162 1241 372 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
35 -1 Car -1 -1 -1 855 160 1241 373 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
38 -1 Car -1 -1 -1 316 175 360 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
43 -1 Car -1 -1 -1 318 179 347 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
44 -1 Car -1 -1 -1 283 179 315 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
44 -1 Car -1 -1 -1 311 180 340 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
45 -1 Car -1 -1 -1 304 180 336 197 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
46 -1 Car -1 -1 -1 267 180 303 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
46 -1 Car -1 -1 -1 298 181 330 197 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
47 -1 Car -1 -1 -1 257 182 300 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
49 -1 Car -1 -1 -1 246 180 284 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
49 -1 Car -1 -1 -1 280 180 315 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
51 -1 Car -1 -1 -1 263 176 308 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
52 -1 Car -1 -1 -1 249 176 305 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
54 -1 Car -1 -1 -1 253 180 291 197 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
55 -1 Car -1 -1 -1 241 182 288 200 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
56 -1 Car -1 -1 -1 239 181 282 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
57 -1 Car -1 -1 -1 233 182 280 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
57 -1 Car -1 -1 -1 173 183 236 206 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
58 -1 Car -1 -1 -1 229 181 274 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
59 -1 Car -1 -1 -1 222 180 272 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
60 -1 Car -1 -1 -1 219 180 270 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
61 -1 Car -1 -1 -1 214 179 264 203 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
62 -1 Car -1 -1 -1 208 179 259 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
63 -1 Car -1 -1 -1 200 178 254 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
64 -1 Car -1 -1 -1 358 167 389 191 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
65 -1 Car -1 -1 -1 180 182 238 206 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
66 -1 Car -1 -1 -1 347 175 384 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
68 -1 Car -1 -1 -1 334 174 373 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
69 -1 Car -1 -1 -1 328 166 369 194 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
70 -1 Car -1 -1 -1 321 168 361 192 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
72 -1 Car -1 -1 -1 4 180 79 219 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
73 -1 Car -1 -1 -1 4 179 60 222 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
75 -1 Car -1 -1 -1 543 180 588 217 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
76 -1 Car -1 -1 -1 541 181 589 218 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
78 -1 Car -1 -1 -1 235 162 296 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
79 -1 Car -1 -1 -1 4 175 112 215 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
80 -1 Car -1 -1 -1 4 173 97 215 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
81 -1 Car -1 -1 -1 4 172 85 214 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
82 -1 Car -1 -1 -1 4 173 74 214 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
83 -1 Car -1 -1 -1 4 173 55 215 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
84 -1 Car -1 -1 -1 4 168 41 216 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
85 -1 Car -1 -1 -1 4 169 13 210 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
92 -1 Car -1 -1 -1 309 171 346 189 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
94 -1 Car -1 -1 -1 301 171 339 190 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
98 -1 Car -1 -1 -1 279 168 318 186 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
99 -1 Car -1 -1 -1 268 170 313 191 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
100 -1 Car -1 -1 -1 262 171 308 193 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
101 -1 Car -1 -1 -1 255 171 303 194 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
102 -1 Car -1 -1 -1 248 172 295 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
103 -1 Car -1 -1 -1 237 177 293 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
104 -1 Car -1 -1 -1 258 173 312 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
105 -1 Car -1 -1 -1 220 176 275 200 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
105 -1 Car -1 -1 -1 269 178 311 199 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
105 -1 Car -1 -1 -1 302 177 338 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
106 -1 Car -1 -1 -1 297 175 333 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
107 -1 Car -1 -1 -1 288 176 328 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
107 -1 Car -1 -1 -1 256 175 301 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
108 -1 Car -1 -1 -1 284 175 323 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
109 -1 Car -1 -1 -1 272 175 317 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
110 -1 Car -1 -1 -1 268 173 312 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
111 -1 Car -1 -1 -1 260 177 307 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
112 -1 Car -1 -1 -1 252 179 297 199 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
113 -1 Car -1 -1 -1 247 179 293 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
114 -1 Car -1 -1 -1 236 179 286 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
115 -1 Car -1 -1 -1 228 178 280 202 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
119 -1 Car -1 -1 -1 4 176 99 214 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
124 -1 Car -1 -1 -1 4 179 102 218 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
125 -1 Car -1 -1 -1 2 178 77 221 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
126 -1 Car -1 -1 -1 4 176 53 220 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
126 -1 Car -1 -1 -1 351 180 389 198 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
128 -1 Car -1 -1 -1 4 181 111 221 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
129 -1 Car -1 -1 -1 4 178 93 219 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
131 -1 Car -1 -1 -1 4 180 48 220 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
133 -1 Car -1 -1 -1 317 177 354 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
134 -1 Car -1 -1 -1 313 178 350 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
135 -1 Car -1 -1 -1 307 176 346 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
136 -1 Car -1 -1 -1 301 174 339 195 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
137 -1 Car -1 -1 -1 296 171 334 191 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
138 -1 Car -1 -1 -1 288 171 329 192 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
139 -1 Car -1 -1 -1 280 175 323 196 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
140 -1 Car -1 -1 -1 271 180 315 201 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
141 -1 Car -1 -1 -1 260 180 306 204 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 -1 -1 1
